# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000110799.14	VWF	protein_coding	283	147	138	3.1852	0.9158	0.8080
ENSG00000110801.14	PSMD9	protein_coding	264	143	127	3.5180	1.0115	0.8924
ENSG00000110811.20	P3H3	protein_coding	18	12	6	0.4575	0.1315	0.1160
ENSG00000110841.14	PPFIBP1	protein_coding	1008	508	500	10.0805	2.8985	2.5572
ENSG00000110844.14	PRPF40B	protein_coding	114	513	497	1.4112	0.4058	0.3580
ENSG00000110848.8	CD69	protein_coding	4752	2382	2371	196.1647	56.4042	49.7626
ENSG00000110851.12	PRDM4	protein_coding	1615	889	891	39.5649	11.3763	10.0367
ENSG00000110852.4	CLEC2B	protein_coding	935	538	513	41.4357	11.9142	10.5113
ENSG00000110871.15	COQ5	protein_coding	550	353	305	25.7091	7.3923	6.5218
ENSG00000110876.10	SELPLG	protein_coding	8659	4093	4572	360.1178	103.5464	91.3539
ENSG00000110880.11	CORO1C	protein_coding	6356	3216	3140	114.9886	33.0632	29.1701
ENSG00000110881.12	ASIC1	protein_coding	20	10	10	0.4070	0.1170	0.1032
ENSG00000110887.8	DAO	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000110888.17	CAPRIN2	protein_coding	355	164	191	4.9454	1.4220	1.2545
ENSG00000110900.16	TSPAN11	protein_coding	23	15	10	0.3779	0.1086	0.0959
ENSG00000110906.13	KCTD10	protein_coding	1625	826	800	19.6232	5.6424	4.9780
ENSG00000110911.16	SLC11A2	protein_coding	2566	1322	1244	30.3379	8.7232	7.6961
ENSG00000110917.8	MLEC	protein_coding	7525	4862	4801	136.6448	39.2901	34.6638
ENSG00000110921.14	MVK	protein_coding	262	132	160	4.7209	1.3574	1.1976
ENSG00000110925.7	CSRNP2	protein_coding	1319	695	625	29.4836	8.4776	7.4793
ENSG00000110931.19	CAMKK2	protein_coding	5196	2540	2658	84.6849	24.3499	21.4827
ENSG00000110934.13	BIN2	protein_coding	10028	4979	5049	294.1134	84.5678	74.6101
ENSG00000110944.9	IL23A	protein_coding	151	81	71	14.9854	4.3088	3.8015
ENSG00000110955.9	ATP5F1B	protein_coding	15164	7683	7483	792.1208	227.7622	200.9435
ENSG00000110958.16	PTGES3	protein_coding	5208	2590	2622	179.1255	51.5048	45.4402
ENSG00000110975.8	SYT10	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000110987.9	BCL7A	protein_coding	987	483	513	17.5760	5.0537	4.4586
ENSG00000111011.18	RSRC2	protein_coding	3391	1719	1673	45.3321	13.0345	11.4997
ENSG00000111012.10	CYP27B1	protein_coding	56	22	34	1.9935	0.5732	0.5057
ENSG00000111046.4	MYF6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111049.4	MYF5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111052.7	LIN7A	protein_coding	28	20	11	0.4817	0.1385	0.1222
ENSG00000111057.11	KRT18	protein_coding	508	468	410	19.3511	5.5641	4.9089
ENSG00000111058.8	ACSS3	protein_coding	1	2	2	0.0063	0.0018	0.0016
ENSG00000111077.18	TNS2	protein_coding	167	67	115	2.4514	0.7049	0.6219
ENSG00000111087.10	GLI1	protein_coding	116	80	51	2.9739	0.8551	0.7544
ENSG00000111110.12	PPM1H	protein_coding	592	309	283	9.6606	2.7778	2.4507
ENSG00000111142.14	METAP2	protein_coding	2245	1134	1111	58.4401	16.8036	14.8250
ENSG00000111144.10	LTA4H	protein_coding	6052	3629	3561	95.5458	27.4727	24.2379
ENSG00000111145.8	ELK3	protein_coding	2230	1278	1368	56.1372	16.1414	14.2408
ENSG00000111181.12	SLC6A12	protein_coding	103	55	54	2.2806	0.6557	0.5785
ENSG00000111186.13	WNT5B	protein_coding	146	72	74	4.0255	1.1575	1.0212
ENSG00000111196.10	MAGOHB	protein_coding	485	256	229	11.7172	3.3691	2.9724
ENSG00000111199.12	TRPV4	protein_coding	7	3	4	0.2111	0.0607	0.0536
ENSG00000111203.13	ITFG2	protein_coding	1740	1432	1456	32.5207	9.3508	8.2498
ENSG00000111206.13	FOXM1	protein_coding	2412	1600	1757	57.3242	16.4827	14.5419
ENSG00000111215.12	PRR4	protein_coding	63	32	31	5.6222	1.6166	1.4262
ENSG00000111218.12	PRMT8	protein_coding	2	0	2	0.0350	0.0101	0.0089
ENSG00000111224.14	PARP11	protein_coding	977	512	467	18.4222	5.2970	4.6733
ENSG00000111229.16	ARPC3	protein_coding	4323	2181	2143	166.9593	48.0066	42.3539
ENSG00000111231.9	GPN3	protein_coding	831	492	504	37.4659	10.7727	9.5043
ENSG00000111237.19	VPS29	protein_coding	2372	1375	1394	86.1453	24.7698	21.8531
ENSG00000111241.2	FGF6	protein_coding	7	2	5	0.6769	0.1946	0.1717
ENSG00000111245.17	MYL2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111247.15	RAD51AP1	protein_coding	962	474	489	43.9827	12.6466	11.1574
ENSG00000111249.14	CUX2	protein_coding	465	228	237	7.2414	2.0822	1.8370
ENSG00000111252.11	SH2B3	protein_coding	8249	4114	4445	168.9784	48.5872	42.8661
ENSG00000111254.8	AKAP3	protein_coding	25	15	10	0.7959	0.2289	0.2019
ENSG00000111261.14	MANSC1	protein_coding	586	281	306	11.9851	3.4461	3.0404
ENSG00000111262.6	KCNA1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111266.9	DUSP16	protein_coding	626	305	323	10.2613	2.9505	2.6031
ENSG00000111269.3	CREBL2	protein_coding	1010	507	503	30.1059	8.6565	7.6372
ENSG00000111271.15	ACAD10	protein_coding	2000	1047	953	26.1711	7.5251	6.6390
ENSG00000111275.13	ALDH2	protein_coding	677	363	315	8.1400	2.3405	2.0649
ENSG00000111276.11	CDKN1B	protein_coding	904	457	447	41.2020	11.8470	10.4520
ENSG00000111291.8	GPRC5D	protein_coding	6	1	5	0.6241	0.1794	0.1583
ENSG00000111300.10	NAA25	protein_coding	2286	1130	1157	26.9893	7.7604	6.8466
ENSG00000111305.19	GSG1	protein_coding	8	4	4	0.3084	0.0887	0.0782
ENSG00000111319.13	SCNN1A	protein_coding	59	27	36	1.1738	0.3375	0.2978
ENSG00000111321.11	LTBR	protein_coding	3460	1653	1810	65.7610	18.9086	16.6821
ENSG00000111325.16	OGFOD2	protein_coding	101	58	64	2.5624	0.7368	0.6500
ENSG00000111328.7	CDK2AP1	protein_coding	2916	1666	1596	56.5619	16.2635	14.3485
ENSG00000111331.13	OAS3	protein_coding	3487	1752	1736	49.9512	14.3627	12.6715
ENSG00000111335.13	OAS2	protein_coding	5965	2906	3059	111.3260	32.0101	28.2409
ENSG00000111339.12	ART4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111341.10	MGP	protein_coding	12	12	9	0.4859	0.1397	0.1233
ENSG00000111344.11	RASAL1	protein_coding	4	1	3	0.0972	0.0279	0.0246
ENSG00000111348.9	ARHGDIB	protein_coding	24504	11810	12696	1402.8750	403.3753	355.8783
ENSG00000111358.14	GTF2H3	protein_coding	857	418	439	25.0848	7.2127	6.3635
ENSG00000111361.13	EIF2B1	protein_coding	2159	1166	1105	69.5894	20.0094	17.6533
ENSG00000111364.16	DDX55	protein_coding	1549	885	777	31.6809	9.1093	8.0367
ENSG00000111371.16	SLC38A1	protein_coding	16838	8381	8458	196.5519	56.5155	49.8609
ENSG00000111404.7	RERGL	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111405.9	ENDOU	protein_coding	20	14	13	0.8728	0.2509	0.2214
ENSG00000111412.6	SPRING1	protein_coding	2048	1096	1015	27.5898	7.9330	6.9989
ENSG00000111424.12	VDR	protein_coding	717	356	368	14.7730	4.2477	3.7476
ENSG00000111432.4	FZD10	protein_coding	1	1	0	0.0356	0.0102	0.0090
ENSG00000111445.14	RFC5	protein_coding	901	667	596	32.4200	9.3219	8.2242
ENSG00000111450.14	STX2	protein_coding	1250	619	635	39.2514	11.2861	9.9572
ENSG00000111452.13	ADGRD1	protein_coding	459	234	267	3.6459	1.0483	0.9249
ENSG00000111481.10	COPZ1	protein_coding	2797	1418	1379	83.8858	24.1201	21.2800
ENSG00000111490.15	TBC1D30	protein_coding	15	10	5	0.1775	0.0510	0.0450
ENSG00000111530.13	CAND1	protein_coding	4260	2145	2115	36.6731	10.5448	9.3032
ENSG00000111536.5	IL26	protein_coding	1	1	0	0.1097	0.0315	0.0278
ENSG00000111537.5	IFNG	protein_coding	8	6	2	0.7723	0.2221	0.1959
ENSG00000111540.16	RAB5B	protein_coding	5186	2563	2642	92.9158	26.7165	23.5707
ENSG00000111554.14	MDM1	protein_coding	863	420	443	15.4054	4.4296	3.9080
ENSG00000111581.10	NUP107	protein_coding	2411	1314	1236	34.7848	10.0018	8.8241
ENSG00000111596.14	CNOT2	protein_coding	3031	1528	1544	25.3373	7.2854	6.4275
ENSG00000111602.12	TIMELESS	protein_coding	3505	1791	1715	70.0319	20.1366	17.7655
ENSG00000111605.18	CPSF6	protein_coding	5467	2739	2788	79.3946	22.8287	20.1407
ENSG00000111615.14	KRR1	protein_coding	1326	2903	2821	14.4243	4.1475	3.6591
ENSG00000111639.8	MRPL51	protein_coding	719	505	500	60.5588	17.4128	15.3624
ENSG00000111640.15	GAPDH	protein_coding	57966	47628	49792	2828.2920	813.2322	717.4751
ENSG00000111641.12	NOP2	protein_coding	90	52	39	2.2448	0.6455	0.5695
ENSG00000111642.16	CHD4	protein_coding	851	455	444	7.8256	2.2501	1.9852
ENSG00000111644.8	ACRBP	protein_coding	646	291	357	26.8187	7.7113	6.8033
ENSG00000111647.13	UHRF1BP1L	protein_coding	1439	695	744	25.3127	7.2783	6.4213
ENSG00000111652.10	COPS7A	protein_coding	1645	806	840	67.7151	19.4704	17.1778
ENSG00000111653.20	ING4	protein_coding	926	474	454	39.9613	11.4903	10.1373
ENSG00000111664.11	GNB3	protein_coding	22	58	57	0.7483	0.2152	0.1898
ENSG00000111665.12	CDCA3	protein_coding	567	336	325	13.5859	3.9064	3.4465
ENSG00000111666.11	CHPT1	protein_coding	986	532	542	19.2405	5.5323	4.8809
ENSG00000111667.14	USP5	protein_coding	2415	1210	1206	75.9356	21.8341	19.2632
ENSG00000111669.15	TPI1	protein_coding	8120	3991	4147	351.5847	101.0928	89.1893
ENSG00000111670.16	GNPTAB	protein_coding	10193	5139	5074	121.9179	35.0556	30.9279
ENSG00000111671.10	SPSB2	protein_coding	342	197	220	16.3058	4.6885	4.1364
ENSG00000111674.9	ENO2	protein_coding	257	129	128	7.0182	2.0180	1.7804
ENSG00000111676.15	ATN1	protein_coding	5023	2336	2688	114.7811	33.0036	29.1174
ENSG00000111678.11	C12orf57	protein_coding	76	248	241	4.9196	1.4146	1.2480
ENSG00000111679.17	PTPN6	protein_coding	13356	6518	6841	311.7189	89.6300	79.0762
ENSG00000111684.11	LPCAT3	protein_coding	964	1622	1556	24.0140	6.9049	6.0918
ENSG00000111696.12	NT5DC3	protein_coding	632	335	297	8.4353	2.4254	2.1398
ENSG00000111700.13	SLCO1B3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111701.7	APOBEC1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111704.11	NANOG	protein_coding	8	4	4	0.1735	0.0499	0.0440
ENSG00000111707.12	SUDS3	protein_coding	1805	932	873	37.9661	10.9166	9.6312
ENSG00000111711.10	GOLT1B	protein_coding	817	444	373	25.2078	7.2481	6.3947
ENSG00000111713.3	GYS2	protein_coding	2	1	1	0.0727	0.0209	0.0185
ENSG00000111716.14	LDHB	protein_coding	194	109	85	7.6030	2.1861	1.9287
ENSG00000111725.11	PRKAB1	protein_coding	1303	668	684	25.2117	7.2492	6.3956
ENSG00000111726.13	CMAS	protein_coding	646	334	312	38.2581	11.0005	9.7052
ENSG00000111727.12	HCFC2	protein_coding	502	273	229	8.7606	2.5190	2.2224
ENSG00000111728.10	ST8SIA1	protein_coding	22	10	12	0.1776	0.0511	0.0450
ENSG00000111729.14	CLEC4A	protein_coding	42	27	15	3.8330	1.1021	0.9723
ENSG00000111731.12	C2CD5	protein_coding	2926	1467	1459	50.6092	14.5519	12.8384
ENSG00000111732.11	AICDA	protein_coding	1	1	0	0.0376	0.0108	0.0095
ENSG00000111737.12	RAB35	protein_coding	2192	1091	1138	63.7776	18.3383	16.1790
ENSG00000111752.11	PHC1	protein_coding	1205	1008	1012	22.9658	6.6035	5.8259
ENSG00000111775.3	COX6A1	protein_coding	209	101	108	18.2475	5.2468	4.6290
ENSG00000111780.8	AL021546.1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111783.13	RFX4	protein_coding	4	4	5	0.0699	0.0201	0.0177
ENSG00000111785.21	RIC8B	protein_coding	618	362	325	9.2995	2.6739	2.3591
ENSG00000111786.9	SRSF9	protein_coding	1612	1747	1677	51.0021	14.6649	12.9381
ENSG00000111788.10	AC009533.1	unprocessed_pseudogene	1084	551	554	40.1287	11.5384	10.1798
ENSG00000111790.14	FGFR1OP2	protein_coding	1816	932	884	36.0812	10.3746	9.1530
ENSG00000111796.4	KLRB1	protein_coding	120	76	96	9.4917	2.7292	2.4078
ENSG00000111799.21	COL12A1	protein_coding	9	4	5	0.0843	0.0242	0.0214
ENSG00000111801.16	BTN3A3	protein_coding	1836	899	937	37.9356	10.9078	9.6234
ENSG00000111802.14	TDP2	protein_coding	901	462	440	35.3821	10.1736	8.9757
ENSG00000111816.8	FRK	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000111817.19	DSE	protein_coding	1718	1107	1084	10.4639	3.0087	2.6545
ENSG00000111832.13	RWDD1	protein_coding	522	267	255	10.4014	2.9908	2.6386
ENSG00000111834.13	RSPH4A	protein_coding	33	15	18	1.3584	0.3906	0.3446
ENSG00000111837.12	MAK	protein_coding	363	198	203	9.6579	2.7770	2.4500
ENSG00000111843.14	TMEM14C	protein_coding	1247	658	589	110.3574	31.7316	27.9952
ENSG00000111845.5	PAK1IP1	protein_coding	487	231	257	37.3824	10.7487	9.4831
ENSG00000111846.19	GCNT2	protein_coding	907	454	453	11.4880	3.3032	2.9142
ENSG00000111850.11	SMIM8	protein_coding	328	171	181	4.3823	1.2601	1.1117
ENSG00000111859.17	NEDD9	protein_coding	1145	611	552	12.9219	3.7155	3.2780
ENSG00000111860.14	CEP85L	protein_coding	1042	590	528	12.9207	3.7151	3.2777
ENSG00000111863.13	ADTRP	protein_coding	15	9	8	0.4443	0.1277	0.1127
ENSG00000111875.8	ASF1A	protein_coding	888	501	553	40.0976	11.5295	10.1719
ENSG00000111877.17	MCM9	protein_coding	926	563	568	8.6632	2.4910	2.1977
ENSG00000111879.20	FAM184A	protein_coding	25	11	14	0.3790	0.1090	0.0961
ENSG00000111880.16	RNGTT	protein_coding	1039	528	511	23.4128	6.7320	5.9393
ENSG00000111885.7	MAN1A1	protein_coding	2610	1406	1374	60.8062	17.4839	15.4252
ENSG00000111886.11	GABRR2	protein_coding	159	64	95	3.7371	1.0745	0.9480
ENSG00000111897.7	SERINC1	protein_coding	3594	1864	1730	134.4515	38.6595	34.1074
ENSG00000111906.18	HDDC2	protein_coding	390	185	207	7.7435	2.2265	1.9643
ENSG00000111907.21	TPD52L1	protein_coding	4	3	3	0.0616	0.0177	0.0156
ENSG00000111911.7	HINT3	protein_coding	448	227	227	15.7516	4.5291	3.9958
ENSG00000111912.20	NCOA7	protein_coding	3491	1690	1801	53.3699	15.3457	13.5388
ENSG00000111913.20	RIPOR2	protein_coding	8045	4236	4307	99.6832	28.6624	25.2874
ENSG00000111961.18	SASH1	protein_coding	60	28	32	0.6438	0.1851	0.1633
ENSG00000111962.8	UST	protein_coding	277	137	147	6.6618	1.9155	1.6900
ENSG00000111981.5	ULBP1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112029.10	FBXO5	protein_coding	586	335	283	17.7664	5.1084	4.5069
ENSG00000112031.16	MTRF1L	protein_coding	264	208	234	7.1825	2.0652	1.8220
ENSG00000112033.14	PPARD	protein_coding	923	440	483	24.2101	6.9612	6.1416
ENSG00000112038.18	OPRM1	protein_coding	2	12	17	0.0111	0.0032	0.0028
ENSG00000112039.5	FANCE	protein_coding	443	226	217	19.1176	5.4970	4.8497
ENSG00000112041.13	TULP1	protein_coding	2	1	1	0.0802	0.0231	0.0203
ENSG00000112053.14	SLC26A8	protein_coding	318	152	167	6.1611	1.7715	1.5629
ENSG00000112062.11	MAPK14	protein_coding	5934	3061	2873	101.1256	29.0771	25.6533
ENSG00000112077.17	RHAG	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112078.14	KCTD20	protein_coding	5534	2810	2724	103.6960	29.8162	26.3054
ENSG00000112079.9	STK38	protein_coding	5992	3036	2957	195.3981	56.1837	49.5682
ENSG00000112081.17	SRSF3	protein_coding	6807	3534	3273	111.7984	32.1459	28.3608
ENSG00000112096.19	SOD2	protein_coding	3118	1815	1779	20.0900	5.7766	5.0964
ENSG00000112110.10	MRPL18	protein_coding	934	460	474	79.4690	22.8501	20.1595
ENSG00000112115.7	IL17A	protein_coding	1	1	0	0.0625	0.0180	0.0159
ENSG00000112116.10	IL17F	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112118.20	MCM3	protein_coding	9127	4583	4544	292.7307	84.1702	74.2593
ENSG00000112130.17	RNF8	protein_coding	535	268	267	9.5285	2.7398	2.4172
ENSG00000112137.18	PHACTR1	protein_coding	1552	910	899	15.6130	4.4893	3.9607
ENSG00000112139.16	MDGA1	protein_coding	346	194	152	2.8728	0.8260	0.7288
ENSG00000112144.16	CILK1	protein_coding	561	307	254	10.4069	2.9924	2.6400
ENSG00000112146.17	FBXO9	protein_coding	1802	901	901	25.6658	7.3798	6.5109
ENSG00000112149.10	CD83	protein_coding	2778	1405	1373	136.2272	39.1700	34.5578
ENSG00000112159.12	MDN1	protein_coding	9119	4662	4629	57.0884	16.4149	14.4821
ENSG00000112164.6	GLP1R	protein_coding	126	64	62	2.2045	0.6339	0.5592
ENSG00000112167.10	SAYSD1	protein_coding	352	163	189	14.0783	4.0480	3.5714
ENSG00000112175.8	BMP5	protein_coding	7	5	2	0.2061	0.0593	0.0523
ENSG00000112182.15	BACH2	protein_coding	377	181	236	4.5033	1.2949	1.1424
ENSG00000112183.15	RBM24	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112186.12	CAP2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112195.9	TREML2	protein_coding	631	314	319	19.4895	5.6039	4.9441
ENSG00000112200.17	ZNF451	protein_coding	2698	1562	1466	19.2161	5.5253	4.8747
ENSG00000112208.11	BAG2	protein_coding	19	15	9	0.3340	0.0960	0.0847
ENSG00000112210.12	RAB23	protein_coding	4	2	5	0.0951	0.0273	0.0241
ENSG00000112212.12	TSPO2	protein_coding	48	26	24	5.2200	1.5009	1.3242
ENSG00000112214.10	FHL5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112218.9	GPR63	protein_coding	3	0	3	0.0588	0.0169	0.0149
ENSG00000112232.10	KHDRBS2	protein_coding	2	0	2	0.0973	0.0280	0.0247
ENSG00000112234.9	FBXL4	protein_coding	1289	644	645	18.5627	5.3374	4.7090
ENSG00000112237.13	CCNC	protein_coding	680	511	451	14.1705	4.0745	3.5947
ENSG00000112238.12	PRDM13	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112242.15	E2F3	protein_coding	2913	1504	1409	65.6162	18.8669	16.6454
ENSG00000112245.12	PTP4A1	protein_coding	27	16	12	0.5716	0.1644	0.1450
ENSG00000112246.10	SIM1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112249.14	ASCC3	protein_coding	2224	1128	1096	22.1635	6.3728	5.6224
ENSG00000112273.7	HDGFL1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112276.14	BVES	protein_coding	7	4	3	0.1413	0.0406	0.0358
ENSG00000112280.17	COL9A1	protein_coding	1	0	1	0.0187	0.0054	0.0047
ENSG00000112282.18	MED23	protein_coding	2582	1278	1304	40.6480	11.6877	10.3115
ENSG00000112290.13	WASF1	protein_coding	832	388	444	29.8362	8.5789	7.5688
ENSG00000112293.15	GPLD1	protein_coding	88	94	114	1.4247	0.4097	0.3614
ENSG00000112294.14	ALDH5A1	protein_coding	898	492	420	13.8810	3.9913	3.5213
ENSG00000112297.18	CRYBG1	protein_coding	6587	3260	3366	70.1267	20.1639	17.7896
ENSG00000112299.8	VNN1	protein_coding	86	40	46	2.6094	0.7503	0.6619
ENSG00000112303.14	VNN2	protein_coding	129	84	68	5.8115	1.6710	1.4743
ENSG00000112304.11	ACOT13	protein_coding	467	420	392	12.4249	3.5726	3.1519
ENSG00000112305.15	SMAP1	protein_coding	338	538	601	9.5055	2.7332	2.4113
ENSG00000112306.8	RPS12	protein_coding	10539	5390	5149	1928.1298	554.4043	489.1239
ENSG00000112308.13	C6orf62	protein_coding	4608	2426	2308	207.9135	59.7824	52.7431
ENSG00000112309.11	B3GAT2	protein_coding	31	441	391	0.5502	0.1582	0.1396
ENSG00000112312.10	GMNN	protein_coding	696	343	353	32.8622	9.4490	8.3364
ENSG00000112319.19	EYA4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112320.12	SOBP	protein_coding	4	2	2	0.0592	0.0170	0.0150
ENSG00000112333.12	NR2E1	protein_coding	1	2	0	0.0311	0.0089	0.0079
ENSG00000112335.15	SNX3	protein_coding	2934	1462	1473	187.6384	53.9525	47.5997
ENSG00000112337.10	SLC17A2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112339.15	HBS1L	protein_coding	1443	745	698	15.2184	4.3758	3.8606
ENSG00000112343.11	TRIM38	protein_coding	5903	3123	3304	73.2743	21.0689	18.5881
ENSG00000112357.14	PEX7	protein_coding	100	49	51	3.4293	0.9861	0.8699
ENSG00000112365.5	ZBTB24	protein_coding	670	323	347	14.2387	4.0941	3.6120
ENSG00000112367.12	FIG4	protein_coding	1579	814	777	6.3744	1.8328	1.6170
ENSG00000112378.12	PERP	protein_coding	6	3	3	0.1671	0.0480	0.0424
ENSG00000112379.9	ARFGEF3	protein_coding	6	3	3	0.0472	0.0136	0.0120
ENSG00000112394.17	SLC16A10	protein_coding	62	34	29	0.6450	0.1855	0.1636
ENSG00000112406.5	HECA	protein_coding	1780	1227	1182	36.8567	10.5976	9.3497
ENSG00000112414.15	ADGRG6	protein_coding	6	3	3	0.0828	0.0238	0.0210
ENSG00000112419.14	PHACTR2	protein_coding	1760	837	923	18.3317	5.2710	4.6503
ENSG00000112425.16	EPM2A	protein_coding	399	179	221	2.5514	0.7336	0.6472
ENSG00000112462.8	OR12D3	protein_coding	1	0	1	0.0626	0.0180	0.0159
ENSG00000112473.18	SLC39A7	protein_coding	1249	688	703	51.3237	14.7573	13.0197
ENSG00000112486.17	CCR6	protein_coding	18	7	11	0.4842	0.1392	0.1228
ENSG00000112494.10	UNC93A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112499.13	SLC22A2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112511.18	PHF1	protein_coding	1354	667	694	44.0186	12.6569	11.1666
ENSG00000112514.18	CUTA	protein_coding	1124	578	550	70.0440	20.1401	17.7686
ENSG00000112530.11	PACRG	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112531.17	QKI	protein_coding	4593	2296	2301	30.9232	8.8915	7.8445
ENSG00000112539.15	C6orf118	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112541.17	PDE10A	protein_coding	1	0	2	0.0047	0.0014	0.0012
ENSG00000112559.15	MDFI	protein_coding	6	4	2	0.2767	0.0796	0.0702
ENSG00000112561.19	TFEB	protein_coding	701	315	389	12.1915	3.5055	3.0927
ENSG00000112562.19	SMOC2	protein_coding	5	3	2	0.1450	0.0417	0.0368
ENSG00000112576.13	CCND3	protein_coding	4522	2257	2299	91.7636	26.3852	23.2784
ENSG00000112578.10	BYSL	protein_coding	509	247	262	30.7203	8.8332	7.7931
ENSG00000112584.14	FAM120B	protein_coding	1519	757	763	29.4544	8.4692	7.4719
ENSG00000112592.14	TBP	protein_coding	845	416	429	42.6168	12.2538	10.8109
ENSG00000112599.9	GUCA1B	protein_coding	80	36	45	4.1200	1.1847	1.0452
ENSG00000112619.8	PRPH2	protein_coding	56	24	32	2.1815	0.6273	0.5534
ENSG00000112624.12	BICRAL	protein_coding	2485	1209	1276	42.4539	12.2070	10.7696
ENSG00000112640.16	PPP2R5D	protein_coding	1363	1134	1169	42.0764	12.0984	10.6738
ENSG00000112651.12	MRPL2	protein_coding	48	33	22	2.5848	0.7432	0.6557
ENSG00000112655.16	PTK7	protein_coding	3275	1662	1613	42.6119	12.2524	10.8097
ENSG00000112658.8	SRF	protein_coding	3068	1502	1567	84.7715	24.3748	21.5047
ENSG00000112659.14	CUL9	protein_coding	4286	2277	2264	40.9296	11.7687	10.3829
ENSG00000112667.13	DNPH1	protein_coding	191	106	86	17.9062	5.1487	4.5424
ENSG00000112679.14	DUSP22	protein_coding	3711	1904	1839	76.2995	21.9388	19.3555
ENSG00000112685.14	EXOC2	protein_coding	1540	786	754	36.0793	10.3740	9.1525
ENSG00000112695.11	COX7A2	protein_coding	943	512	431	57.3583	16.4925	14.5505
ENSG00000112697.17	TMEM30A	protein_coding	3860	1999	1861	82.0171	23.5828	20.8059
ENSG00000112699.11	GMDS	protein_coding	814	420	394	22.5662	6.4886	5.7245
ENSG00000112701.18	SENP6	protein_coding	3453	1715	1738	35.3576	10.1665	8.9694
ENSG00000112706.12	IMPG1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112715.25	VEGFA	protein_coding	207	108	114	1.6769	0.4822	0.4254
ENSG00000112739.17	PRPF4B	protein_coding	6170	3131	3042	85.5750	24.6058	21.7085
ENSG00000112742.10	TTK	protein_coding	421	200	221	10.7485	3.0906	2.7267
ENSG00000112759.19	SLC29A1	protein_coding	2818	1439	1379	76.6500	22.0395	19.4444
ENSG00000112761.21	CCN6	protein_coding	1	0	1	0.0610	0.0175	0.0155
ENSG00000112763.17	BTN2A1	protein_coding	1998	980	1019	61.6791	17.7349	15.6466
ENSG00000112769.20	LAMA4	protein_coding	16	8	8	0.1561	0.0449	0.0396
ENSG00000112773.16	TENT5A	protein_coding	2714	1410	1304	52.4176	15.0719	13.2972
ENSG00000112782.19	CLIC5	protein_coding	12	9	3	0.1345	0.0387	0.0341
ENSG00000112787.13	FBRSL1	protein_coding	6448	3059	3393	80.3808	23.1123	20.3908
ENSG00000112796.10	ENPP5	protein_coding	10	3	8	0.2735	0.0786	0.0694
ENSG00000112799.9	LY86	protein_coding	1275	674	622	123.9031	35.6265	31.4315
ENSG00000112812.16	PRSS16	protein_coding	4	2	2	0.0884	0.0254	0.0224
ENSG00000112818.10	MEP1A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112837.17	TBX18	protein_coding	22	11	11	0.2972	0.0855	0.0754
ENSG00000112851.15	ERBIN	protein_coding	4639	2345	2294	53.5263	15.3907	13.5784
ENSG00000112852.7	PCDHB2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000112855.17	HARS2	protein_coding	980	527	482	30.8062	8.8578	7.8148
ENSG00000112874.10	NUDT12	protein_coding	195	89	107	5.3003	1.5240	1.3446
ENSG00000112877.8	CEP72	protein_coding	309	232	213	10.0624	2.8933	2.5526
ENSG00000112893.9	MAN2A1	protein_coding	2712	1386	1326	26.8345	7.7159	6.8073
ENSG00000112902.12	SEMA5A	protein_coding	4	1	3	0.0380	0.0109	0.0096
